PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Unnamed: 15
286,1970-02-26 00:56:57,0.6722549200057983,-0.3070226907730102,-0.4600125551223755,-0.4921926856040954,8.9719877243042,0.5080279111862183,3.769408941268921,0.4466022849082947,2.9270386695861816,2.5045316219329834,-0.397216796875,-0.77587890625,-0.174560546875, 
287,1970-02-26 05:34:44,0.6722784638404846,-0.3074595928192138,-0.4593721628189087,-0.4924856424331665,8.600354194641113,0.5859070420265198,3.848231315612793,-2.9775402545928955,1.3552255630493164,0.6573179364204407,-0.402099609375,-0.777099609375,-0.185302734375, 
288,1970-02-26 10:12:31,0.6716602444648743,-0.3079822659492492,-0.4591582417488098,-0.493201732635498,8.535135269165039,0.4784598052501678,3.906704902648926,-4.604433536529541,-2.0382330417633057,-4.094791889190674,-0.394775390625,-0.774658203125,-0.179443359375, 
289,1970-02-26 14:50:18,0.6706901788711548,-0.3082878589630127,-0.4593689441680908,-0.4941336512565613,8.951651573181152,0.4339017271995544,3.8314154148101807,-3.600416421890259,-3.917425155639648,-7.873499870300293,-0.396240234375,-0.771484375,-0.181884765625, 
290,1970-02-26 19:28:05,0.6696963310241699,-0.3086081445217132,-0.459553062915802,-0.4951096177101135,9.205689430236816,0.3788194954395294,3.910641670227051,-3.948967933654785,-3.82709002494812,-8.054646492004395,-0.395263671875,-0.782470703125,-0.178955078125, 
291,1970-02-27 00:05:52,0.6688918471336365,-0.3089656233787536,-0.4594613909721374,-0.4960582256317138,9.16508960723877,0.3155508935451507,3.781012773513794,-4.577682018280029,-2.143322229385376,-6.584821701049805,-0.390625,-0.7763671875,-0.18212890625, 
292,1970-02-27 04:43:39,0.6684457659721375,-0.309159517288208,-0.4591765105724334,-0.4968020915985107,9.35876178741455,0.2574345171451568,3.617978811264038,-3.0696053504943848,7.04349295119e-05,-4.5247650146484375,-0.393798828125,-0.78515625,-0.18408203125, 
293,1970-02-27 09:21:26,0.6686074733734131,-0.3091200292110443,-0.4586901366710663,-0.497058093547821,9.344115257263184,0.3446817398071289,3.546541213989258,0.1469208598136901,2.6059961318969727,-0.5151609778404236,-0.390625,-0.781982421875,-0.18505859375, 
294,1970-02-27 13:59:13,0.669223427772522,-0.3091733157634735,-0.4582259654998779,-0.4966239035129547,9.122089385986328,0.2741716206073761,3.8018531799316406,2.939793825149536,2.152075290679932,4.455156803131104,-0.39453125,-0.77783203125,-0.182861328125, 
295,1970-02-27 18:37:00,0.6700602173805237,-0.3097070753574371,-0.4571492969989776,-0.4961551129817962,8.69135856628418,0.3300754427909851,4.071885585784912,-0.7925338745117188,3.95253324508667,8.18005084991455,-0.394287109375,-0.781982421875,-0.186279296875, 
296,1970-02-27 23:14:47,0.670414388179779,-0.3101808130741119,-0.4564145803451538,-0.4960571825504303,8.42920970916748,0.6048853397369385,4.127896785736084,-1.5347259044647217,1.8533159494400024,3.9125897884368896,-0.395263671875,-0.7734375,-0.182373046875, 
297,1970-02-28 03:52:34,0.67032790184021,-0.3104177117347717,-0.4559528529644012,-0.4964503347873688,8.692051887512207,0.5864742994308472,3.9612107276916495,-2.00671648979187,1.0669673681259155,-1.1841390132904053,-0.396728515625,-0.7763671875,-0.18896484375, 
298,1970-02-28 08:30:21,0.6700484752655029,-0.3103113174438476,-0.4561135172843933,-0.4967463314533233,9.122944831848145,0.443552166223526,3.732744693756104,1.6050647497177124,-1.441508412361145,-3.794777631759644,-0.3984375,-0.77734375,-0.191650390625, 
299,1970-02-28 13:08:08,0.6700597405433655,-0.3098632395267486,-0.4563642144203186,-0.4967806339263916,9.498490333557127,0.2277375161647796,3.6965816020965576,4.933883666992188,-0.3354495763778686,-2.857007503509521,-0.393310546875,-0.779296875,-0.185302734375, 
300,1970-02-28 17:45:55,0.6706663370132446,-0.3093557953834533,-0.4562127292156219,-0.4964175224304199,9.44908332824707,0.2162830680608749,3.659374475479126,6.337639331817627,2.7410521507263184,1.672362208366394,-0.39794921875,-0.773681640625,-0.18701171875, 
301,1970-02-28 22:23:42,0.6716750264167786,-0.3087390661239624,-0.4559131860733032,-0.4957122504711151,9.17029094696045,0.4989994764328003,3.7203428745269775,8.264842987060547,4.330103397369385,4.5947089195251465,-0.40283203125,-0.775390625,-0.186767578125, 
302,1970-03-01 03:01:29,0.6726787090301514,-0.3083130717277527,-0.4555091261863708,-0.4949873089790344,8.806156158447266,0.6664749979972839,3.904776573181152,7.075427055358887,4.105198383331299,5.487323760986328,-0.3974609375,-0.773681640625,-0.1904296875, 
303,1970-03-01 07:39:16,0.6730161905288696,-0.3082711398601532,-0.4553597569465637,-0.4946921765804291,8.321828842163086,0.5457970499992371,4.133697509765625,3.4259228706359863,0.445936381816864,1.9034273624420168,-0.402587890625,-0.768798828125,-0.186767578125, 
304,1970-03-01 12:17:03,0.6725367903709412,-0.3082818388938904,-0.4557759463787079,-0.494953989982605,8.419432640075684,0.4430964589118957,4.0315117835998535,1.616756796836853,-3.728005170822144,-4.491661071777344,-0.39892578125,-0.77294921875,-0.185791015625, 
305,1970-03-01 16:54:50,0.6715880632400513,-0.3081296384334564,-0.4567154049873352,-0.4954708218574524,9.049927711486816,0.3994642198085785,3.892955780029297,2.35886025428772,-6.523159980773926,-8.887187957763672,-0.396484375,-0.772216796875,-0.188720703125, 
306,1970-03-01 21:32:37,0.6707093119621277,-0.3079263269901275,-0.4576447308063507,-0.4959296882152557,9.432531356811523,0.3251822888851166,3.8854830265045166,2.901926279067993,-6.204217910766602,-8.514702796936035,-0.395263671875,-0.779052734375,-0.185302734375, 
307,1970-03-02 02:10:24,0.6703111529350281,-0.307770699262619,-0.4579920470714569,-0.4962440431118011,9.432928085327148,0.1975888013839721,3.772332191467285,2.162076950073242,-2.477952003479004,-4.832181930541992,-0.394287109375,-0.774658203125,-0.182861328125, 
308,1970-03-02 06:48:11,0.6705445051193237,-0.3076663017272949,-0.4577152132987976,-0.4962489604949951,9.375731468200684,0.0784022882580757,3.763721704483032,2.101925134658813,1.558590292930603,0.2286637723445892,-0.3984375,-0.77783203125,-0.18408203125, 
309,1970-03-02 11:25:58,0.671859860420227,-0.3074924051761627,-0.4564607739448547,-0.4957325756549835,9.499987602233888,-0.086077019572258,3.862013816833496,3.0135087966918945,8.60281753540039,8.171651840209961,-0.393798828125,-0.77587890625,-0.188720703125, 
310,1970-03-02 16:03:45,0.6740624308586121,-0.3070575594902038,-0.4547376632690429,-0.4945947825908661,8.688485145568848,0.2605318129062652,4.029294013977051,6.4629316329956055,13.12922191619873,14.243400573730469,-0.399658203125,-0.7705078125,-0.18603515625, 
311,1970-03-02 20:41:32,0.6753596663475037,-0.3068778812885284,-0.4535114467144012,-0.4940621554851532,8.087095260620117,0.7031733989715576,4.264629364013672,3.1552743911743164,8.404881477355957,8.105032920837402,-0.403564453125,-0.7705078125,-0.1875, 
312,1970-03-03 01:19:19,0.6753090023994446,-0.307123064994812,-0.453055590391159,-0.4943968057632446,8.392833709716797,0.6518005728721619,3.827949523925781,-1.7484126091003418,1.0118234157562256,-0.8013061285018921,-0.403076171875,-0.7646484375,-0.188720703125, 
313,1970-03-03 05:57:06,0.674813985824585,-0.3076265156269073,-0.4528557956218719,-0.4949429035186767,9.443674087524414,0.246064230799675,3.8554182052612314,-3.672387361526489,-1.9921303987503047,-3.0281126499176025,-0.39892578125,-0.7685546875,-0.19189453125, 
314,1970-03-03 10:34:53,0.6754593849182129,-0.3073184490203857,-0.4525145292282104,-0.49456587433815,9.683144569396973,-0.0112355407327413,3.5333893299102783,4.903660774230957,3.022420644760132,2.910787582397461,-0.403076171875,-0.767333984375,-0.190673828125, 
315,1970-03-03 15:12:40,0.6769712567329407,-0.3068775832653045,-0.4516483843326568,-0.4935629069805145,9.354169845581056,0.273617148399353,3.557700634002685,7.508860111236572,7.286362171173096,9.455821990966797,-0.403564453125,-0.764892578125,-0.1943359375, 
316,1970-03-03 19:50:27,0.6785650849342346,-0.3063700795173645,-0.4510959684848785,-0.4921930730342865,8.842329978942871,0.5972543358802795,3.80040431022644,10.204216957092283,5.532354354858398,10.577034950256348,-0.40625,-0.763916015625,-0.1865234375, 
317,1970-03-04 00:28:14,0.6793295741081238,-0.306249588727951,-0.4508606493473053,-0.4914284348487854,8.281911849975586,0.6443524360656738,4.171021938323975,5.832390308380127,1.4458945989608765,5.473684310913086,-0.4091796875,-0.759033203125,-0.19287109375, 
318,1970-03-04 05:06:01,0.679038405418396,-0.3063815534114837,-0.4510490298271179,-0.4915754199028015,8.225906372070312,0.6552873253822327,4.176612377166748,1.051407814025879,-2.737062931060791,-2.453299760818481,-0.410888671875,-0.76220703125,-0.189697265625, 
319,1970-03-04 09:43:48,0.6780574321746826,-0.3064324557781219,-0.4518512487411499,-0.4921606481075287,8.690625190734863,0.61705082654953,4.097020149230957,0.6823417544364929,-6.546877384185791,-8.378788948059082,-0.40185546875,-0.76220703125,-0.190185546875, 
320,1970-03-04 14:21:35,0.6768006086349487,-0.3064033091068268,-0.4530084133148193,-0.492844671010971,9.052467346191406,0.3825705945491791,3.9461145401000977,1.3805830478668213,-8.579157829284668,-10.763346672058104,-0.405517578125,-0.7666015625,-0.185302734375, 
321,1970-03-04 18:59:22,0.6756526231765747,-0.3062690496444702,-0.4542137384414673,-0.4933934807777405,9.194971084594728,0.1685986071825027,3.7472236156463614,2.6667897701263428,-8.392877578735352,-10.20233917236328,-0.403076171875,-0.765625,-0.189208984375, 
322,1970-03-04 23:37:09,0.6747747659683228,-0.3060694932937622,-0.4553272426128387,-0.4936923682689667,9.3189115524292,0.1571497470140457,3.6168808937072754,4.018499374389648,-7.427134037017822,-8.130663871765137,-0.40283203125,-0.76953125,-0.184814453125, 
323,1970-03-05 04:14:56,0.6745082139968872,-0.3059178292751312,-0.4558488428592682,-0.4936693906784057,9.551555633544922,0.1810105443000793,3.863749265670776,4.073732376098633,-3.606563091278076,-3.169712543487549,-0.402099609375,-0.773193359375,-0.183837890625, 
324,1970-03-05 08:52:43,0.675751268863678,-0.3064154386520386,-0.4540473818778991,-0.4933205544948578,9.621293067932127,-0.1525701135396957,4.107810974121094,-2.6253421306610107,9.007974624633787,10.38461971282959,-0.400634765625,-0.77001953125,-0.18701171875, 
325,1970-03-05 13:30:30,0.67730712890625,-0.3070642352104187,-0.4520498812198639,-0.4926177263259887,8.538036346435547,0.3419717848300934,3.9725499153137207,-2.220597743988037,9.636703491210938,13.978407859802246,-0.405029296875,-0.764404296875,-0.18896484375, 
326,1970-03-05 18:08:17,0.6778172254562378,-0.30767622590065,-0.4507127702236175,-0.492759495973587,8.280156135559082,0.5576746463775635,4.2381792068481445,-4.648783206939697,5.218774795532227,4.993010997772217,-0.4072265625,-0.75927734375,-0.19287109375, 
327,1970-03-05 22:46:04,0.6777009963989258,-0.3082283735275268,-0.4500032067298889,-0.4932223558425903,8.671910285949707,0.3627738356590271,3.807209253311157,-4.563082218170166,1.2347179651260376,-0.1373737305402755,-0.4052734375,-0.76318359375,-0.195068359375, 
328,1970-03-06 03:23:51,0.6774293184280396,-0.308313250541687,-0.4501700699329376,-0.4933905303478241,9.320826530456545,0.2932640612125397,3.7208852767944336,1.172197341918945,-2.369443655014038,-2.592325448989868,-0.406494140625,-0.765625,-0.19384765625, 
329,1970-03-06 08:01:38,0.677558183670044,-0.3082894384860992,-0.4502931535243988,-0.4931157827377319,9.346960067749023,0.2911306917667389,3.741518497467041,3.745671510696411,-1.4958328008651731,0.5833612084388733,-0.407470703125,-0.76220703125,-0.19384765625, 
330,1970-03-06 12:39:25,0.6779198050498962,-0.308010071516037,-0.4506872296333313,-0.4924330115318298,8.860605239868164,0.5830570459365845,3.895039796829224,7.611935138702393,-2.035287857055664,1.908114314079285,-0.407958984375,-0.763916015625,-0.18896484375, 
331,1970-03-06 17:17:12,0.6778713464736938,-0.3079865872859955,-0.4512116909027099,-0.4920337796211242,8.505816459655762,0.6389381885528564,4.247324466705322,5.103797912597656,-4.180120468139648,-0.2884373962879181,-0.406005859375,-0.76318359375,-0.1884765625, 
332,1970-03-06 21:54:59,0.6770607829093933,-0.308159738779068,-0.4520335495471954,-0.4922872185707092,8.253570556640625,0.4364640414714813,4.337325096130371,1.5602431297302246,-7.213679790496826,-5.92588472366333,-0.4013671875,-0.7607421875,-0.18505859375, 
333,1970-03-07 02:32:46,0.6753616333007812,-0.3081656694412231,-0.4535703361034393,-0.4932031035423279,8.406122207641602,0.3234289586544037,4.196949481964111,0.8147857189178467,-11.333683013916016,-14.051705360412598,-0.40234375,-0.763427734375,-0.186279296875, 
334,1970-03-07 07:10:33,0.6732407212257385,-0.3077490925788879,-0.4558854401111603,-0.494227260351181,9.037559509277344,0.2382078915834427,3.8979625701904297,4.184732913970947,-14.60067653656006,-18.95155143737793,-0.398681640625,-0.7724609375,-0.186767578125, 
335,1970-03-07 11:48:20,0.6713606119155884,-0.3071347177028656,-0.4582915604114532,-0.4949410855770111,9.60642910003662,0.0547095313668251,3.701004981994629,6.8999528884887695,-14.251598358154297,-17.506044387817383,-0.396240234375,-0.7744140625,-0.182861328125, 
336,1970-03-07 16:26:07,0.6702399849891663,-0.3066701292991638,-0.460068792104721,-0.4950990974903106,9.64090347290039,-0.0486493706703186,3.5606935024261475,7.419090747833252,-10.63957691192627,-10.558307647705078,-0.39208984375,-0.776611328125,-0.177734375, 
337,1970-03-07 21:03:54,0.6700717806816101,-0.3065158128738403,-0.4609207808971405,-0.4946299195289612,9.569137573242188,-0.0729339718818664,3.6125006675720215,6.827893257141113,-5.740575790405273,-1.496140718460083,-0.3974609375,-0.78125,-0.17529296875, 
338,1970-03-08 01:41:41,0.6706754565238953,-0.3064890801906585,-0.4609527289867401,-0.4937976598739624,8.994712829589844,0.2681863307952881,3.787106990814209,6.220999717712402,-0.7172325849533081,4.92913293838501,-0.394287109375,-0.775634765625,-0.18310546875, 
339,1970-03-08 06:19:28,0.6710436344146729,-0.3063999116420746,-0.4611575603485107,-0.4931614696979522,8.566498756408691,0.7013558745384216,3.953036785125733,6.00302267074585,-1.633783221244812,2.674293041229248,-0.392333984375,-0.7763671875,-0.175537109375, 
340,1970-03-08 10:57:15,0.6708876490592957,-0.3062432110309601,-0.4616340100765228,-0.4930247664451599,8.647789001464844,0.6897133588790894,3.994974374771118,4.534825801849365,-3.268283605575561,-2.199132204055786,-0.39111328125,-0.78076171875,-0.17919921875, 
341,1970-03-08 15:35:02,0.6703384518623352,-0.306112140417099,-0.4622244834899902,-0.4932999312877655,8.967965126037598,0.5782535076141357,3.879218101501465,2.682860374450684,-4.262197494506836,-5.583889961242676,-0.393798828125,-0.784423828125,-0.173828125, 
342,1970-03-08 20:12:49,0.6697123646736145,-0.3058847188949585,-0.4628646373748779,-0.4936910271644592,9.344959259033203,0.5125038623809814,3.61774492263794,2.7483646869659424,-4.164420127868652,-6.796560764312744,-0.392822265625,-0.783447265625,-0.173583984375, 
343,1970-03-09 00:50:36,0.6695865988731384,-0.3054359853267669,-0.4633161723613739,-0.4937159419059753,9.585728645324709,0.4563515186309814,3.4912688732147217,5.345902919769287,-1.7236580848693848,-3.7191696166992183,-0.396728515625,-0.780029296875,-0.172607421875, 
344,1970-03-09 05:28:23,0.6700350046157837,-0.3051774501800537,-0.4633877575397491,-0.4931996762752533,9.20928955078125,0.6193546056747437,3.564563512802124,6.104665756225586,0.0732843503355979,2.121455192565918,-0.390625,-0.7861328125,-0.176513671875, 
345,1970-03-09 10:06:10,0.6701885461807251,-0.30544114112854,-0.4634070098400116,-0.4928099513053894,8.60802173614502,0.6781952381134033,3.878068208694458,2.518964529037476,-2.129542589187622,2.3206710815429688,-0.390869140625,-0.78125,-0.171630859375, 
346,1970-03-09 14:43:57,0.6696609258651733,-0.3058206140995025,-0.4635967314243316,-0.4931131899356842,8.48987865447998,0.5887800455093384,3.8806562423706055,-1.0881941318511963,-4.022923946380615,-3.1739134788513184,-0.3916015625,-0.779541015625,-0.17333984375, 
347,1970-03-09 19:21:44,0.6686587333679199,-0.3060546815395355,-0.4640631377696991,-0.4938887655735016,8.992646217346191,0.594790518283844,3.811022520065308,-1.9826924800872805,-5.323370933532715,-8.001026153564453,-0.388916015625,-0.783203125,-0.181884765625, 
348,1970-03-09 23:59:31,0.6677477955818176,-0.3060961663722992,-0.4645010828971863,-0.4946833252906799,9.406167984008787,0.6024171710014343,3.7758028507232666,-1.0465351343154907,-4.207283973693848,-8.327394485473633,-0.39013671875,-0.786376953125,-0.18212890625, 
349,1970-03-10 04:37:18,0.6671422719955444,-0.306161493062973,-0.464693933725357,-0.4952783286571502,9.411630630493164,0.421537846326828,3.5364110469818115,-0.7082552909851074,-2.6070785522460938,-5.780710220336914,-0.388427734375,-0.78466796875,-0.177978515625, 
350,1970-03-10 09:15:05,0.6669403910636902,-0.3059591054916382,-0.4650086164474487,-0.4953798651695251,9.33810806274414,0.3778524696826935,3.474876642227173,3.353567123413086,-2.0036816596984863,-3.2572953701019287,-0.38623046875,-0.7880859375,-0.17236328125, 
351,1970-03-10 13:52:52,0.6672477722167969,-0.3058503568172455,-0.4647054374217987,-0.4953174293041229,9.409309387207031,0.3791289925575256,3.537665605545044,2.404526948928833,1.7940738201141355,0.8235957026481628,-0.3857421875,-0.787841796875,-0.1767578125, 
352,1970-03-10 18:30:39,0.6677859425544739,-0.3061679601669311,-0.4641631245613098,-0.4949044585227966,8.82986068725586,0.4223050475120544,3.9435884952545166,1.2497141361236572,1.438902497291565,5.087188720703125,-0.38818359375,-0.787841796875,-0.172607421875, 
353,1970-03-10 23:08:26,0.6679809093475342,-0.3067420125007629,-0.463734894990921,-0.4946874976158142,8.58191204071045,0.6080969572067261,3.998166799545288,-0.8996460437774658,-0.6399332880973816,3.592558622360229,-0.388916015625,-0.78515625,-0.173828125, 
354,1970-03-11 03:46:13,0.667656421661377,-0.3070050776004791,-0.463990181684494,-0.4947226643562317,8.582474708557129,0.7586129903793335,3.8423144817352295,0.9537721276283264,-3.84659194946289,-1.7660852670669556,-0.387939453125,-0.783935546875,-0.174560546875, 
355,1970-03-11 08:24:00,0.6669889092445374,-0.3067744076251983,-0.4647965133190155,-0.4950093626976013,9.19247055053711,0.5711942315101624,3.624287843704224,3.576526403427124,-5.258852005004883,-6.821765422821045,-0.385986328125,-0.790283203125,-0.17529296875, 
356,1970-03-11 13:01:47,0.6670070290565491,-0.3062692582607269,-0.465378850698471,-0.4947504699230194,9.61064910888672,0.3645221590995788,3.5583810806274414,7.268507480621338,-2.25726056098938,-2.3884739875793457,-0.385498046875,-0.786865234375,-0.169921875, 
357,1970-03-11 17:39:34,0.6676319241523743,-0.3059275150299072,-0.465648204088211,-0.4938644468784332,9.263198852539062,0.4975604712963104,3.531421899795532,8.721451759338379,-0.7580335736274719,3.726501226425171,-0.385986328125,-0.783203125,-0.174072265625, 
358,1970-03-11 22:17:21,0.6684022545814514,-0.3059535622596741,-0.4655971527099609,-0.4928535223007202,8.926711082458496,0.7860003709793091,3.75701117515564,6.663920879364014,-0.332055926322937,6.650819778442383,-0.391845703125,-0.782958984375,-0.17236328125, 
359,1970-03-12 02:55:08,0.6687383651733398,-0.3062619864940643,-0.4654858112335205,-0.4923109710216522,8.487135887145996,0.7267759442329407,3.812724113464356,2.7495429515838623,-1.4163440465927124,4.056520462036133,-0.38671875,-0.787109375,-0.1689453125, 
360,1970-03-12 07:32:55,0.668321967124939,-0.3065521121025085,-0.4658029675483703,-0.4923959672451019,8.554277420043945,0.5813169479370117,3.818376302719116,0.6895387172698975,-4.412274360656738,-2.336006164550781,-0.39013671875,-0.782958984375,-0.169921875, 
361,1970-03-12 12:10:42,0.6674520373344421,-0.3066722750663757,-0.4664665460586548,-0.4928725957870483,9.09451389312744,0.5456569790840149,3.72761344909668,0.433424562215805,-6.055100440979004,-6.944936752319336,-0.385986328125,-0.78515625,-0.1748046875, 
362,1970-03-12 16:48:29,0.6665672063827515,-0.306768536567688,-0.467054545879364,-0.4934527277946472,9.442639350891112,0.5402202606201172,3.6739323139190674,-0.0635835453867912,-5.456147193908691,-7.383310794830322,-0.3935546875,-0.7900390625,-0.17041015625, 
363,1970-03-12 21:26:16,0.6659290194511414,-0.3069545328617096,-0.4672794938087463,-0.4939858615398407,9.369359970092772,0.509909987449646,3.665534257888794,-1.0583168268203735,-3.4057209491729736,-5.286052703857422,-0.3896484375,-0.7890625,-0.168701171875, 
364,1970-03-13 02:04:03,0.6656954288482666,-0.3070548176765442,-0.4672753810882568,-0.4942421317100525,9.389665603637695,0.3909661471843719,3.50472354888916,0.3003665506839752,-1.3502247333526611,-2.4353835582733154,-0.384521484375,-0.787841796875,-0.171142578125, 
365,1970-03-13 06:41:50,0.6660969853401184,-0.306929349899292,-0.4670853912830353,-0.4939585924148559,9.31057834625244,0.2836639881134033,3.5754103660583496,3.788995742797852,1.169687032699585,1.8639196157455444,-0.38671875,-0.78857421875,-0.168212890625, 
366,1970-03-13 11:19:37,0.6667265295982361,-0.306913822889328,-0.4668055474758148,-0.4933829307556152,8.866790771484375,0.5786812901496887,3.9104158878326416,4.389767646789551,1.32239031791687,4.514233112335205,-0.3857421875,-0.78662109375,-0.16748046875, 
367,1970-03-13 15:57:24,0.6670554280281067,-0.3070522844791412,-0.4666565358638763,-0.4929931163787842,8.668318748474121,0.7281280159950256,3.883341073989868,2.8962647914886475,-0.3717042803764343,2.861405849456787,-0.386962890625,-0.782470703125,-0.1728515625, 
368,1970-03-13 20:35:11,0.6668117046356201,-0.3072330355644226,-0.4669554531574249,-0.4929271936416626,8.73237419128418,0.4769591093063354,3.8912720680236816,1.990177154541016,-3.722677707672119,-1.3671162128448486,-0.3896484375,-0.78857421875,-0.169677734375, 
369,1970-03-14 01:12:58,0.6664508581161499,-0.3069576025009155,-0.4676693677902221,-0.4929099380970001,9.177285194396973,0.4261263012886047,3.5576579570770264,5.070835590362549,-4.35354471206665,-4.3340277671813965,-0.38818359375,-0.7841796875,-0.170166015625, 
370,1970-03-14 05:50:45,0.6665341258049011,-0.3063559234142303,-0.4683291018009186,-0.4925452470779419,9.679741859436035,0.4651450514793396,3.402242660522461,8.445028305053711,-2.304119110107422,-2.1687560081481934,-0.38720703125,-0.7890625,-0.1728515625, 
371,1970-03-14 10:28:32,0.667335569858551,-0.3058477938175201,-0.4684522747993469,-0.4916580021381378,9.470348358154297,0.4698759019374847,3.424138307571411,9.400343894958496,1.0507036447525024,4.09130334854126,-0.38916015625,-0.7900390625,-0.165771484375, 
372,1970-03-14 15:06:19,0.66832035779953,-0.3058840930461883,-0.4681866466999054,-0.4905493557453155,9.020272254943848,0.7074970602989197,3.687030076980591,6.671349048614502,1.1175146102905271,8.292159080505371,-0.3935546875,-0.78466796875,-0.16748046875, 
373,1970-03-14 19:44:06,0.6688812971115112,-0.3062609434127807,-0.4677413403987884,-0.4899743497371673,8.666236877441406,0.7637229561805725,3.7630209922790527,1.8993289470672607,0.5537274479866028,5.888097763061523,-0.390869140625,-0.78369140625,-0.164794921875, 
374,1970-03-15 00:21:53,0.6686864495277405,-0.3067648410797119,-0.4675688743591308,-0.490089476108551,8.732600212097168,0.732024610042572,3.81827449798584,-1.578600287437439,-2.106401205062866,0.0017480666283518,-0.392333984375,-0.783447265625,-0.16796875, 
375,1970-03-15 04:59:40,0.6681700348854065,-0.3071198165416717,-0.4674516320228576,-0.4906832277774811,9.199419021606444,0.7502145767211914,3.656493186950684,-2.9225499629974365,-1.8838526010513303,-3.875970125198364,-0.393310546875,-0.781982421875,-0.168701171875, 
376,1970-03-15 09:37:27,0.6676780581474304,-0.3074030578136444,-0.4672894477844238,-0.4913293719291687,9.348381042480469,0.6067907214164734,3.62233829498291,-2.86132287979126,-1.245007872581482,-4.170542240142822,-0.393310546875,-0.7822265625,-0.167724609375, 
377,1970-03-15 14:15:14,0.6673851013183594,-0.3077640831470489,-0.4668447077274322,-0.4919239282608032,9.306503295898438,0.4304214715957641,3.656047582626343,-3.5918867588043213,0.3188588917255401,-2.4165327548980717,-0.390625,-0.789794921875,-0.1689453125, 
378,1970-03-15 18:53:01,0.6674461364746094,-0.3083219230175018,-0.4659898579120636,-0.4923022091388702,9.300399780273438,0.6498472094535828,3.669285535812378,-4.435901641845703,2.214518785476685,1.2739052772521973,-0.391357421875,-0.78515625,-0.169677734375, 
379,1970-03-15 23:30:48,0.6676413416862488,-0.309398740530014,-0.4644880294799804,-0.4927807748317718,9.12660789489746,0.7832925319671631,3.857610702514648,-9.05039119720459,4.067842483520508,4.299778938293457,-0.391357421875,-0.786865234375,-0.171142578125, 
380,1970-03-16 04:08:35,0.6673795580863953,-0.3112070858478546,-0.4626260101795196,-0.493747353553772,8.703752517700195,0.6918619871139526,4.095170974731445,-16.16307830810547,2.8222601413726807,3.6124892234802246,-0.388671875,-0.78173828125,-0.173828125, 
381,1970-03-16 08:46:22,0.6664676666259766,-0.3128906190395355,-0.4611927568912506,-0.4952536821365356,8.501812934875488,0.342104434967041,4.067344665527344,-17.249208450317383,0.3631948232650757,-2.3881430625915527,-0.392578125,-0.781982421875,-0.18408203125, 
382,1970-03-16 13:24:09,0.6652677059173584,-0.3138963282108307,-0.4605038464069366,-0.4968690276145935,8.799046516418457,0.3687720596790313,3.7464287281036377,-12.56228256225586,-1.4174206256866455,-7.613662242889404,-0.390380859375,-0.7822265625,-0.187255859375, 
383,1970-03-16 18:01:56,0.6642683744430542,-0.3144266605377197,-0.4602270126342773,-0.4981255531311035,9.410032272338867,0.2845281660556793,3.427746057510376,-7.407413005828857,-1.8165558576583865,-7.680111408233643,-0.389892578125,-0.7822265625,-0.181640625, 
384,1970-03-16 22:39:43,0.6638544797897339,-0.3148295283317566,-0.4598521292209625,-0.4987686574459076,9.53405475616455,-0.0038258309941738,3.527385711669922,-3.990586757659912,-0.4083817303180694,-3.079363822937012,-0.38623046875,-0.787109375,-0.190673828125, 
385,1970-03-17 03:17:30,0.6640352606773376,-0.3153490424156189,-0.4591692686080932,-0.4988289475440979,9.423168182373049,0.0361309461295604,3.697351455688477,-2.412588357925415,1.2186715602874756,2.668542623519897,-0.387451171875,-0.779296875,-0.193603515625, 
386,1970-03-17 07:55:17,0.6648561954498291,-0.3159863650798797,-0.4581115245819092,-0.4983043968677521,9.156678199768066,0.3974075019359588,3.65807032585144,-0.98663991689682,3.278381824493408,8.725615501403809,-0.387451171875,-0.77734375,-0.193115234375, 
387,1970-03-17 12:33:04,0.6657328605651855,-0.3168378472328186,-0.4569158852100372,-0.4976904392242431,8.872613906860352,0.6893460750579834,3.6566240787506095,-2.044419288635254,3.156977891921997,10.295035362243652,-0.393310546875,-0.781005859375,-0.18701171875, 
388,1970-03-17 17:10:51,0.666254997253418,-0.3176915645599365,-0.4557912051677704,-0.4974792897701263,8.763801574707031,0.7279143333435059,3.61149001121521,-3.881247043609619,2.586428642272949,7.07821798324585,-0.394287109375,-0.776123046875,-0.194091796875, 
389,1970-03-17 21:48:38,0.6661312580108643,-0.3186140060424804,-0.4550995826721191,-0.4976876378059387,8.782706260681152,0.4846137166023254,3.695120334625244,-5.419929504394531,-0.7389649748802185,2.2258143424987797,-0.397216796875,-0.77490234375,-0.19287109375, 
390,1970-03-18 02:26:25,0.6658117175102234,-0.3193249404430389,-0.4549433588981628,-0.4978027641773224,8.873431205749512,0.1296365112066269,3.615490198135376,-2.768566370010376,-3.2847647666931152,0.1437961161136627,-0.39501953125,-0.76904296875,-0.19189453125, 
391,1970-03-18 07:04:12,0.6653578281402588,-0.3200689554214477,-0.4550551772117615,-0.4978294968605041,9.093619346618652,0.0363737940788269,3.893954992294312,-2.01819109916687,-5.239090919494629,-0.3954216837882995,-0.39501953125,-0.776123046875,-0.196533203125, 
